t xx yy zz xxIn yyIn zzIn xxOut yyOut zzOut wptRefX wptRefY wptRefZ
129 0.158872037584273 0.475152534854333 0.00907167198713667 0.131317101186881 0.421812420936855 -0.047674044614148 0.186426973981665 0.528492648771811 0.0658173885884213 0.143373721258 0.479003106517 0
130 0.154173782250573 0.476500331351939 0.00922911874173364 0.125405231334973 0.423269466604857 -0.0478422159718285 0.182942333166172 0.529731196099022 0.0663004534552958 0.138581073011 0.480411580005 0
131 0.147831603724458 0.478082418515424 0.00964987272279697 0.114762858543348 0.424944499948109 -0.047747063593146 0.180900348905568 0.53122033708274 0.0670468090387399 0.133765977779 0.481774494124 0
132 0.14373916213653 0.479312800075636 0.0099701885707844 0.110254202070796 0.426570508477267 -0.0477925920107601 0.177224122202265 0.532055091674006 0.0677329691523289 0.128933567077 0.483090193733 0
133 0.139136117342394 0.480588994823485 0.0100036983353838 0.107056961713334 0.427956813764388 -0.0475909477528253 0.171215272971454 0.533221175882582 0.067598344423593 0.124092608307 0.484356299188 0
134 0.134264539804015 0.482158908576667 0.0105528373967394 0.103843377266304 0.430944277314133 -0.0472918958834807 0.164685702341727 0.5333735398392 0.0683975706769594 0.119250798412 0.485571052554 0
135 0.127648832709988 0.484156465225242 0.0111548031418058 0.0983002034837109 0.432522137219816 -0.0460109911632497 0.156997461936265 0.535790793230669 0.0683205974468613 0.114387354202 0.486739697578 0
136 0.123831844213333 0.48504115087297 0.0112534486832782 0.0943608302140322 0.433971468736547 -0.0461890099718477 0.153302858212634 0.536110833009393 0.068695907338404 0.109516649975 0.487858692019 0
137 0.1174602924133 0.486208343345485 0.0112975352457006 0.0861598720696681 0.434877601792849 -0.0463525736186915 0.148760712756932 0.537539084898121 0.0689476441100927 0.104639783991 0.488927924756 0
138 0.113482165643661 0.487266105859243 0.0114084993144331 0.0835070706894707 0.436594629497444 -0.0462724376721911 0.143457260597851 0.537937582221041 0.0690894363010573 0.099737707684 0.489951415618 0
139 0.107806956544752 0.488303986216152 0.0111906789873968 0.0765308485314896 0.437582831991623 -0.0465560075637396 0.139083064558013 0.53902514044068 0.0689373655385331 0.0948421299415 0.490922570665 0
140 0.102929993361679 0.489274255104394 0.0112596110647288 0.071956086446734 0.439027703997088 -0.0468322983100276 0.133903900276624 0.5395208062117 0.0693515204394851 0.0899195710304 0.491848015901 0
141 0.0985594234025727 0.490255241858879 0.0112437920863839 0.0689469842169867 0.440141009703157 -0.0469282099488436 0.128171862588159 0.5403694740146 0.0694157941216115 0.0849980325567 0.492722370571 0
142 0.0943629625435364 0.491012567997727 0.0109394592133012 0.0647131259855611 0.441452509504358 -0.0468842551500911 0.124012799101512 0.540572626491096 0.0687631735766935 0.0800742355779 0.493546468731 0
143 0.0879316093117939 0.492166091438667 0.0108541006671739 0.0577199765820764 0.442399969109284 -0.0468130886931125 0.118143242041511 0.54193221376805 0.0685212900274604 0.0751201221913 0.49432475888 0
144 0.08347790104746 0.49293583171306 0.0103316353444467 0.0543860706934241 0.443685578540678 -0.0469499470252079 0.112569731401496 0.542186084885443 0.0676132177141012 0.0701759204113 0.49505084607 0
